index,gdp_kairi,u_kairi
2006-12-31,1.9393844249465442,-0.3414053888733868
2007-03-31,2.5553839352093766,-0.33958323010220326
2007-06-30,2.5817117489180585,-0.5955183203493344
2007-09-30,2.038043110888932,-0.605864786829315
2007-12-31,2.514740801895732,-0.5269045578064633
2008-03-31,2.947231468224465,-0.46120756271999896
2008-06-30,2.4525862757993178,-0.45101441566050937
2008-09-30,1.274616722234856,-0.44494414265855253
2008-12-31,-1.1333155138506301,-0.41133388573489427
2009-03-31,-5.803064722384965,0.05842396984552689
2009-06-30,-3.887300686417672,0.5765274558296909
2009-09-30,-3.8887311375311318,0.8751380889834222
2009-12-31,-2.6903332255043377,0.6260570564126544
2010-03-31,-1.6848812467448293,0.46053858391770053
2010-06-30,-0.5546226410403476,0.5394456116386239
2010-09-30,1.167758128764551,0.48668657643386926
